¹,1,2,3,4,5,6,7,7-2,7-v,8,9,9-2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"17
https://youtu.be/ciExprnSt9w",2,"ÃÀËÊÈÍ
https://youtu.be/R8VI_hnaIVg",1,780,"17
https://youtu.be/5Lb13NtlYrc","4
https://youtu.be/t5ksE0GMo2E","2
https://youtu.be/pXvBsIWUFZY",3,"144
https://youtu.be/Gj6RJ2MtQTM","11
https://youtu.be/CCsPXQXo9gY",3,28,"57
https://youtu.be/-YZN7S9bso0",4,"240
https://youtu.be/-4JX5ULwsZo",13,"3
https://youtu.be/WoUWeIAcPQA","32768
https://youtu.be/7KO_kqHF76M",4 59049,100 77,8,3,21,254,40,"S 6
P 6
C 6","1024
2048
4096
8192
16384",23 44662,185 329329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"50
https://youtu.be/NnLDjhDCzWg",62,"ÊÓËÈÊÎÂ
https://youtu.be/0JSExKEckHE",4,920,"13
https://youtu.be/f0FH1xZJ1kg","32
https://youtu.be/8S9ZOYvtbl4","9
https://youtu.be/8Tgwh7z-MaE",15,"72
https://youtu.be/IZLGjOdv2Zs","20
https://youtu.be/smEl3D34Gck",4,111,"22
https://youtu.be/d30X1jwfoXs",2,"248
https://youtu.be/D4FzZWeFuM0",11,"1
https://youtu.be/lawxaY52Uec","126
https://youtu.be/OWUgl3w8o4E",9069 505554,13 18,9,2,23,1375,43,"K 7
5 7
N 7
Q 7","220 284
1184 1210
2620 2924
5020 5564
6232 6368
10744 10856
12285 14595
17296 18416",1544 100,27 833306999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"20
https://youtu.be/Ir5GqdhO5k8",63,"4166
https://youtu.be/5Ct6Uk3rIkQ",2,9492,"128
https://youtu.be/29yAzypTQJM","32
https://youtu.be/Gr5-9GrBqDg","6
https://youtu.be/XlynpOOqlpI",Á13,"360
https://youtu.be/VzTLsO0w_io","16
https://youtu.be/RWyAppkHIY8",9,7,"17
https://youtu.be/59FJjQmGXEQ",3,"248
https://youtu.be/jGYnSd_GCo0",17,"4
https://youtu.be/WiUxp1x329Q","81
https://youtu.be/7pZxnjbLrtY",1248 151000,58,9,1,26,138,175,159,2262,36 25,2257416 1254402115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"22
https://youtu.be/7VNKugjDCUY",127,"1060
https://youtu.be/NicAHbtTQ_8",3,3969,"15
https://youtu.be/oczFunxtyEc","2
https://youtu.be/KGq5WyaNASg","5
https://youtu.be/amBxSk8o2yA",Á4,"130
https://youtu.be/rRjK4T_QiRQ","14
https://youtu.be/k4QdiDt9SIM",20,81,"36
https://youtu.be/oQxoYtZP1a4",1,"252
https://youtu.be/0bgClmpxT_o",3,"20
https://youtu.be/eyU4YWJXZ7M","1092
https://youtu.be/ue2ezxNEy6k",121 76540,66,11,3,30,121,120,166,17984,"59 290
https://youtu.be/y7N-5jX99X0?t=14195",85 99887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"20
https://youtu.be/NKE7rvG1lD4",4,"822
https://youtu.be/SKIn7VRLgLc",4,9810,"32
https://youtu.be/QGtOvM57ddc","64
https://youtu.be/VbO2V0se71o","8
https://youtu.be/PwEYw7CPgnk",100,"86
https://youtu.be/OwhUosOdAAA","5372
https://youtu.be/-8WjELbgGb0",24,70,"208
https://youtu.be/j8vSUYXWJ58",2,"252
https://youtu.be/GOlSRS3ZB14",100,"40
https://youtu.be/xSnhMpgjmOc","852
https://youtu.be/2sKknKIAJ3k",455 9721,81,5,9 17,16,86,34,75,255203,2261 5087,"337 148613
https://youtu.be/kn8GqbScH50?t=19038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"14
https://youtu.be/fiJPefXV7go",251,"2810
https://youtu.be/bCeqpmYek-I",2,9806,"28
https://youtu.be/yObPAp26SCQ","16
https://youtu.be/y8evmnnO2Nk","60
https://youtu.be/uwcCXZjN-wE",140,"157
https://youtu.be/XvODkEgwkPQ","80
https://youtu.be/PKHP1--fIGE",75,116,"18
https://youtu.be/TJEhNdhKDyo",4,"192
https://youtu.be/AP5MLdQ7q-U",34,"4
https://youtu.be/trGWok5f3pA","732
https://youtu.be/Lxhgy8f6jhg",11 27648,104,7,6 11,10,2,71,82,9699690 8,9990 4902,66453 69995639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"21
https://youtu.be/TYOjefeBVQo",255,"779
https://youtu.be/1Vy0-yCDCbU",3,1397,"70
https://youtu.be/fa3UqT7T5ic",256,"3
https://youtu.be/3m5GEnYr3Yc",,"1409
https://youtu.be/qa8Boe5Hvcw","70
https://youtu.be/dEf4RJeudho",8,84,"26
https://youtu.be/U4Eg0UjcJ3Q",4,"240
https://youtu.be/jbowZASbAQ4",42,"2
https://youtu.be/FAKN1mtEvWQ","131
https://youtu.be/LCq4t19uTm4",5 1935360,82,8,14 27,26,12,20,74,"2
4
16
64
4096
65536
262144",8330 122,57711 69992230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"17
https://youtu.be/ATcZQXe3GkU
https://youtu.be/6EQPAdMU2W4",63,"149040
https://youtu.be/UTZf--ZoSUs",3,187,"64
https://youtu.be/4w2xyZz4YL0","150
https://youtu.be/4JkkrOcwzhA","5
https://youtu.be/5E2td5V39as",,"2497
https://youtu.be/m3T1MnMhoKc","42
https://youtu.be/WqkoaT8-YMk",12,47,"30
https://youtu.be/uOb2jPieVxE",2,"224
https://youtu.be/DaBHMKJnTZo",2,"3
https://youtu.be/LJekMo15BC0","12
https://youtu.be/6PvJwgLwfQM",10334 99972,46,13,24 47,46,10,44,77,"300
304
306
308
312
318
320
324
330
336
340
342
348
350",15 1467,67645 69976583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"25
https://youtu.be/iWuVhfcXFQM",61,"26835
https://youtu.be/IeZjXdtOWfo","4
https://youtu.be/7Wzbnt7WtBI",296,"198
https://youtu.be/6PnwRjC9TIM","4248
https://youtu.be/KMXKLy4QwAk","4
https://youtu.be/5ebQMrJLmuU",,"4036
https://youtu.be/_0wblOwKBh4","15
https://youtu.be/cNg8YPD2uxg",11,30,"440
https://youtu.be/WZg8Li2tZx0",5,"18
https://youtu.be/jD1gRHtBpG4",10,"2
https://youtu.be/jxGTayci6nI","16
https://youtu.be/QNFq257tVE4",19 9612,33,7,18 53,52,12,355,124,494,17 8437,4411 132016215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"18
https://youtu.be/a-0uHUm2mLo",127,"38349
https://youtu.be/eGLFmO6WL8A","3
https://youtu.be/0iOxbbtwTj8","33
https://youtu.be/CMe7Kiq0V74","99
https://youtu.be/uo-AexUaPpQ","128
https://youtu.be/RCyC3wiNh8k","10
https://youtu.be/avTWvnO6n2Y",,"4053
https://youtu.be/zX8f0vc_7kM","23
https://youtu.be/jqhmD9YE_iE",17,7,"7
https://youtu.be/1-htJlq43WM",2,"21
https://youtu.be/_0vzeKGFmGg",10,"1
https://youtu.be/xGo-ybAHecw","15
https://youtu.be/TZDcoJ-P7QM",453 10010,29,8,21 62,61,6,110,65,"28 1152
28 1512
28 2016
42 40824",95001876 1010,7 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"11
https://youtu.be/KtfqQSAevGY",125,"140060
https://youtu.be/1z4mc2K3wlw","3
https://youtu.be/IYFTsejqx1I","56
https://youtu.be/aLeG1_SCgOg","231
https://youtu.be/DxXZ3C3uWvY","64
https://youtu.be/qwKxCNJueCU","15
https://youtu.be/lNs6daoXhDc",,"19
https://youtu.be/2yi0W0zLRTI","30
https://youtu.be/wxxAo5Ih4BM",18,60,"3
https://youtu.be/DvTihWuk0tI",7,"17
https://youtu.be/ichRm7-7jJk",14,"4
https://youtu.be/7UeKM9GhJLQ","5
https://youtu.be/XlSfqyWovEY",358 24990,949 1945,4,7 18,9,7,42,67,25,17384 5090,13880 251219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"7
https://youtu.be/V2nAVDE9sys ",252,"66270
https://youtu.be/A83ItaJK5Ac","3
https://youtu.be/JBGYMImmgYs",6,"76
https://youtu.be/fFjquJQIM3c","178
https://youtu.be/uIPmdR_mhbs","72
https://youtu.be/5sVg0dRhBQk",,"2967
https://youtu.be/Qpygjt7hB08","28
https://youtu.be/rHH_QQSe_1U",9,34,"219
https://youtu.be/cnqyCsIE2wU",11,"20
https://youtu.be/7YCcAdXXjXo",11,"1
https://youtu.be/2girS1FYSOY","26
https://youtu.be/ney38voTsBo",393 24988,2186 1029,11,7 13,4,8,60,54,124478618,190 129,15218 253665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"25
https://youtu.be/YJxIGUXt2Gc",253,"66950
https://youtu.be/MExC7AiiME0","00
https://youtu.be/bwFpFrh_rYc",4,"96
https://youtu.be/itK23TOrFjw","512
https://youtu.be/9PSAcLYMXoE","48
https://youtu.be/lkGFPStFKII",,"2963
https://youtu.be/Ly0PRHrZnjY",18,4,8,"6
https://youtu.be/so4yQc21cZc",17,"22
https://youtu.be/wX7CdqlpDOw",13,"4
https://youtu.be/mQDe6xpgvb0","7681
https://youtu.be/A5A4kNkYt44",335 6904,2343 1140,9,8 14,10 13,11,68,7642289,177084,1487 9980,15406 256483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"22
https://youtu.be/QLIbkLm-WBg ",4,"9
https://youtu.be/m1BOzODRWwE","2
https://youtu.be/cLoxL3qXq-k","26
https://youtu.be/kESQ4SwlqB0","56
https://youtu.be/boWzKmpy4Hw","5
https://youtu.be/MCNYN2kKf-o","24
https://youtu.be/BsRwoBfeAtI",,"1
https://youtu.be/UcRwScnCeKM",23,1,159,"4096
https://youtu.be/eAYR-Hyarxc",19,"27
https://youtu.be/-g3gNeUJGKE",7,18,"1288
https://youtu.be/xkbdhRfuzFI",193 75180,879 2148,8,5 6,4,22,75,123,14312,28130320 22,11527919 168873874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"25
https://youtu.be/5zxnHR97LeQ",8,"37199
https://youtu.be/RAOqmY-IPWo","4
https://youtu.be/m7uAQPveMKI","31
https://youtu.be/d6F9QJqS8C8","126
https://youtu.be/gqBtzF5DakY","8
https://youtu.be/JtJeC00QHAw ","16
https://youtu.be/tMn3ShF4vrI",,"2
https://youtu.be/50TCWzoTvS8
https://youtu.be/yACy8ufwJ0I",17,9,0,"87
https://youtu.be/BmodOIwo9HM",13,"21
https://youtu.be/vbFhtg5bYhc","1024
https://youtu.be/Jy51cyZPVLc",640,"201
https://youtu.be/9DGHopvoD8Y",565701 7654318,180 2157,15,14 27,24,15,180,54476,20183,331 10,7415112 53631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"30
https://youtu.be/sePp8HBkMI8",251,"32513
https://youtu.be/hu8Zp_u5tZU","2
https://youtu.be/Q9dclXKZ4lU","28
https://youtu.be/LUMQdKSxLCM","0
https://youtu.be/pTfQRa6CWmE","512
https://youtu.be/XSuwxOFerzc","20
https://youtu.be/c3VkRZV28B4",,"12
https://youtu.be/Ci5ViDnbl9c",8,,6,"2175
https://youtu.be/1xQuICw3i0I",41,"26
https://youtu.be/-n_muD6aLN4","2017
https://youtu.be/MDjkSzwvxyY",12,"448
https://youtu.be/mXP2LXSuogY",2524659 157,2130 181,17,3,33,85,210,888,21891,39434611 48825239,7376668 166798285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"32
https://youtu.be/1jb63C7cxaU",256,"3850
https://youtu.be/Er5XfzePCSU","1
https://youtu.be/h_3VY6n7-xQ","25
https://youtu.be/1n4aW433Kyg","84
https://youtu.be/5KqqdnGldsQ","512
https://youtu.be/lLoOxj2IG98","4
https://youtu.be/_wbc1vtX400",,"78
https://youtu.be/cSnQHB1uexE",13,,9,"528
https://youtu.be/qdEjegRAJeM",23,"20
https://youtu.be/0FukRwc_7RQ","2015
https://youtu.be/iyggwoqfg4U",231,"893
https://youtu.be/bi-pgCqg8AM",51950 25,8028,24,2,8 22,55,45,577331,377,4937 42595,6597803 168674858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"28
https://youtu.be/Hg6G_HotXg0",0,"18
https://youtu.be/OhPacDcS5Tw","3
https://youtu.be/HXUjvgIcbq4","47
https://youtu.be/31kuUHDIeAE","171
https://youtu.be/x1VQDfWbTSU","1
https://youtu.be/49rVehTA4LM","20
https://youtu.be/H4vKGuThp44",,"72
https://youtu.be/Ydm1wI5TApo",10,,13,"916132832
https://youtu.be/tjYhEQLFp1c",6,"23
https://youtu.be/8EW-_lxy4ZY","2013
https://youtu.be/5Dx_5N55BHc",13,"5101
https://youtu.be/8pwnXNbIJx8",3558 6,1160 2780,10,4,4 47,17,234,4444,18830053,7 3860,4710 7368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"26
https://youtu.be/PnnuHYSXwNY",64,"1031175
https://youtu.be/h0ih-Aqs47Q","3
https://youtu.be/Ygf5FFBnPr8","102
https://youtu.be/p6HDRejvVEg","676
https://youtu.be/VUqAYyuxpUs","11
https://youtu.be/w49qpCjfRis","2
https://youtu.be/l20RSbsOSpI",,"504
https://youtu.be/G5nvtvteDzE",11,,55,"13
https://youtu.be/_rQaYNo57qw",13,"18
https://youtu.be/qgcnUA0MyF0","5432
https://youtu.be/-7K9VjViIkw",96,"32804
https://youtu.be/Y3zAlwtWNjg",20976 38,2582 15857,2,1 29,3,31,2196,3,13950,16 1692,20139 38739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"67
https://youtu.be/6OMJnB3F4p0 ",128,"1142493
https://youtu.be/ZnDlgLp6OeI","3
https://youtu.be/299rGvleuLk","120
https://youtu.be/P51jVAFs3DI","408
https://youtu.be/FeNpbAuWVlM","24
https://youtu.be/D1CuYM2yZUQ","128
https://youtu.be/TMToysH7PN0",,"480
https://youtu.be/LS49QOdN8wM",7,,55,"7
https://youtu.be/dch6mE_a9DA",15,"25
https://youtu.be/vo_WPsnxmyM","3038
https://youtu.be/85v3gJr3EFY",17,"59102
https://youtu.be/4kgSJtxOK2o",536760 108,124 59,3,2 30,14,17,1873,7,58326,9996 5029,97 823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"ÁÂÃÅÆ
https://youtu.be/9rhY8vrHQbI",64,"308
https://youtu.be/UxrW3j4KE1c","2
https://youtu.be/MA_LTq5493c","132
https://youtu.be/Un3E3_XKbj4","9
https://youtu.be/8QdpPYWcPMA","32
https://youtu.be/-dCHaA5HbeA","12
https://youtu.be/wT_RmplzSDc",,"3720
https://youtu.be/HcxRQK3f_Fg",20,,20,"52
https://youtu.be/Enbt_pHc1-Q",3,"9
https://youtu.be/CzLOHyz1nC8","2010
https://youtu.be/JTqOoNR59PU",12,"9
https://youtu.be/bxb213Tqkx4",18 4795,738 349,21,11 20,10,61,63,8,10335599,14 3036,1068 3275835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"ÁÀÃÄÅÆ
https://youtu.be/DmzOOBoo5Nk",0,"1610
https://youtu.be/yBkoxPaZ_ZE","3
https://youtu.be/2r1h88Hv-H0","154
https://youtu.be/-welx_I2TwE","10
https://youtu.be/eGPVl4pwCWY","32
https://youtu.be/okS3j8daXew",24,,"3600
https://youtu.be/fcuzU5pgDSk",2453,,32,"66
https://youtu.be/bPwodg17RF4",1,"14
https://youtu.be/QXSDVgw2oDw","909
https://youtu.be/7tqKbFnCCYc",120,"450
https://youtu.be/mBMZqeRMATI",114 991,740 353,33,17 32,16,5,156,7,"17  4913
19 6859",-162 31,497239 4282001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"ÁÀÂÄÃÅÆ
https://youtu.be/_gl9-bdAYiY",120,"1871
https://youtu.be/SKGdQBymtUU",00,"184
https://youtu.be/bscnbcxYid4","110
https://youtu.be/KAV_KI7QYNE","2114
https://youtu.be/4pIOlMjjVkg",206,,"92
https://youtu.be/GB7X6KaD-c0",452,,29,"81
https://youtu.be/kSMcJKyvN4k",4,"12
https://youtu.be/4clS8xQQ9Zw","3564
https://youtu.be/nNFoAR7Nfgk",7,"209
https://youtu.be/BRVMKKisS1s",14 2815,716 338,27,14 26,13,,96,6,"142 473759
118 462767
126 464999
118 461969
118 477071",36 106,615 12469952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Å
https://youtu.be/aDdwuWhBtNs",0,"158
https://youtu.be/iGC3rgjDfM4",9,732,"66
https://youtu.be/Oikuesufoow","21102
https://youtu.be/mKrzhVIkgi4",11,,"90
https://youtu.be/52Au5bFZO6g",685,,5,"4000
https://youtu.be/sJDjtXUUJI8",1,"12
https://youtu.be/e67lS7IUSF8","9880
https://youtu.be/9iPTRudxr2I",4,"348
https://youtu.be/wVRW1Nipxno",16 3323,734 343,25,9 24,8,,120,XYZ,"250047 4 9261
273375 5 91125
364500 5 91125
421875 4 15625
455625 5 91125
500094 5 250047",147763 6564,"13 4780
https://youtu.be/y7N-5jX99X0?t=15776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Â
https://youtu.be/4AGS6MrB60U",5,"5193868
https://youtu.be/YsS8itVA7Kg","12
https://youtu.be/DhreZfr7HW0",30969,"143
https://youtu.be/Ns6TH_HUA8o","7389
https://youtu.be/jo9KMjEcKjo",2430,,"92
https://youtu.be/URnNC0gJ35A",803,,15,"5152
https://youtu.be/emSSG1EIO4M",6,"21
https://youtu.be/CF_UPZRNxzs","1615
https://youtu.be/AbPjwhjNUOI",2,"5073
https://youtu.be/emAu2c3boSM",4369 786426,480 -432,33,11 32,10,,75,ADEFWXZ,"524160 10 96
540540 10 99
582120 10 99
589680 10 91
637560 10 99",38 1481,8 41495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"Ã
https://youtu.be/XBsaqXd4lkE",60,"23
https://youtu.be/Uti__x83p3c","13
https://youtu.be/XAgJnbvdDq0",50979,"49
https://youtu.be/AHXbXVAz-iA","26
https://youtu.be/LIxEhbnESeE",10,,"582
https://youtu.be/aDpF-reySiI",195,,22,"1388
https://youtu.be/tO6WE74V54U",3,"18
https://youtu.be/Y0oxW9ywSLM ","6957
https://youtu.be/FnlwGccXO4s",1,"8508
https://youtu.be/c3z4xmSxb6Q ",9 9303,475 -432,20,7 19,6,,40,3BEHUkvy,"450450 1001
589050 1050
630630 1001",1745 1992,391 2534979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"26
https://youtu.be/qrsXet6V72s",14,"1864
https://youtu.be/SwgHghYS-wg","26
https://youtu.be/GRFXgRasLY4",17,"9
https://youtu.be/WpSezEKqFPk","36
https://youtu.be/bxFEL5UNSc4",17,,"576
https://youtu.be/IcmICoIsM1M",57,,21,"61184
https://youtu.be/VCb9LPUatlQ",7,"19
https://youtu.be/kzWLo5ysvrk","2674
https://youtu.be/GW3VEd5BbUw",4,"126
https://youtu.be/AH1CtD3prIw",22 969,2405 128,46,16 45,15,,63,3TWZfgq,14047 190231,19 1045,101025 38235097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"17
https://youtu.be/R8VTXRiaXd0",39,"941450
https://youtu.be/pDhKLN6CJYU","36
https://youtu.be/DHKvHZYYdEo",19,"84
https://youtu.be/uOq-9TnPfcU","88
https://youtu.be/l_dmtr1WvSA",17,,"582
https://youtu.be/iFwHcxjbLII",625,,17,"2544
https://youtu.be/5hIxPoVkPyU",5,"21
https://youtu.be/MnxD-s02nK8","22
https://youtu.be/gxrs0NiNW38",6,"84
https://youtu.be/SSN9jGJRwwE",4 832,2263 114,8,5 9,16,,174,DLXipu,14380 268313,25 2093,18871 3921243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"18
https://youtu.be/eebHClyKtts",16,"97680
https://youtu.be/LhcoI4A1-f8","20
https://youtu.be/E1MxA28doUc",23,"8
https://youtu.be/yFywYJTn2m0","4
https://youtu.be/stksw0SFQxw","205520896
https://youtu.be/B_r7kOK3PJo?t=3662",,"4224
https://youtu.be/umIF7BB6SlU",425,,13,"456976
https://youtu.be/NGmfNxb3PIs",11,"26
https://youtu.be/__eCnjj_Q3M","101
https://youtu.be/YDZjyk1oOeU",7,"23
https://youtu.be/GonRuvdzrg4",25 8943,2405 675,"5
https://youtu.be/y7N-5jX99X0?t=7972","8 9
https://youtu.be/y7N-5jX99X0?t=7972","1 7
https://youtu.be/y7N-5jX99X0?t=7972",,36,7,16200 390088,679 656,12681 2523963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"35
https://youtu.be/i5YwPOtg7n4",248,"174900
https://youtu.be/E8A6WLRvC60","185
https://youtu.be/cDAhCat2VQ0",98,"55
https://youtu.be/xZcIJ31HMO4","256
https://youtu.be/--eFCfJLVmg",150,,"4224
https://youtu.be/ETG7DsLt1zc",577,,49,"23
https://youtu.be/SYK7r4_Gq0k",15,"11
https://youtu.be/ZnTYBu6irwE","12
https://youtu.be/eTSoJPBzxes",2,"18
https://youtu.be/T3_PcCgEqh8",29 896,2263 587,1,77 153,142,,28,49234,12593 442939,9 27939,32 777201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"ÀÂÆÅÁÃÄ
https://youtu.be/-xnK6M9WQHc",30,"184800
https://youtu.be/LExnSqm7yqw","3
https://youtu.be/ppo1UugWoOQ",93,"33
https://youtu.be/74YlmIFHb80","64
https://youtu.be/Tn-CPYM28fI",270,,"4200
https://youtu.be/qRomcFzT3Pg",446,,0,"4096
https://youtu.be/Dg4IBKx-GQU","–10, –15","14
https://youtu.be/e-fQJQNA-l4","13
https://youtu.be/q0e08FWHPrU","25
https://youtu.be/ULPuveOgP-s","3
https://youtu.be/R4OprdzoCLA",206 1984,664 196,61,"112, 120",111,,53,45718,739 743,470 20,7 202775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"ÃÂÄÁÀÅÆ
https://youtu.be/64yQjtOFYbQ",125,"82400
https://youtu.be/FHz7SY139jc","4
https://youtu.be/PRBf0_qIAFg",82,"57
https://youtu.be/5KmsNnr8Vlk","32
https://youtu.be/ljTdbduAnpU",36,,"8
https://youtu.be/oRhAGK5ud3I",513,,16,"2049
https://youtu.be/GknsrQHutHw","–25, –5","3
https://youtu.be/caD_F9HxCWc","11
https://youtu.be/aesxNK71jPk","10
https://youtu.be/Tg_wY5_AzoU","1
https://youtu.be/lsOlDT5gelk",18021 76432,693 155,82,41 81,80,,21,994,2 342467,997006 6,4 306622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"ÆÂÅÃÀÁÄ
https://youtu.be/sWLidhaNliY",57,ÃÅÐÌÀÍÈß,"2
https://youtu.be/llag0b2RZgw",8,"11
https://youtu.be/uuVuak6YaEE","512
https://youtu.be/D6Dkl5zfe7U",54,,"12
https://youtu.be/dITwTx1x4nY",2374,,44,"800
https://youtu.be/Q5AIjScrrHY",2,"9
https://youtu.be/ZWLXNezA99M","1504
https://youtu.be/zQklixW7BF0","23
https://youtu.be/q-ziCg6qs3M","6
https://youtu.be/g2Wbq960lnw",5952 23562,1 19,9,8 14,10 13,,37,224,15535 176399 ,102 9979,4 487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"ÂÄÁÅÀÃÆ
https://youtu.be/F-N1nB9vO9o",253,54,10110,7,"68
https://youtu.be/Z8U69i84hhk","4096
https://youtu.be/Nr1PqRRpwBI",45,,"72
https://youtu.be/uFr8zBmG16w",2626,,24,"28
https://youtu.be/BXyMHa8WPzY",20,"2
https://youtu.be/V-gv-ISi4iE","541
https://youtu.be/N0auWw8i5KU","24
https://youtu.be/tlnstCCql0g","3
https://youtu.be/kpMNfzeQbhQ",1851 35616,51 71,98,43 128,20,,186,3,16321 315674,223 240,74 8826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"ÅÆÃÁÀÄÂ
https://youtu.be/lLVEDvhhtqc",3,6,11000,2,"16
https://youtu.be/v1sj6WtcMJM","16
https://youtu.be/Fuav_FY2210",150,,"144
https://youtu.be/-yLb_QJ-gPU",1194,,3,"500
https://youtu.be/LrbPklOhbhQ",2,"3
https://youtu.be/3cCwbF_LVGQ","342
https://youtu.be/yzJkHQPsZoM","9
https://youtu.be/U_S2DkDRsJ4","13
https://youtu.be/UiMI7lEyxNs",2278 77072,1349 561,211,53 105,96,,384,8,1710 173231,"470 20
https://youtu.be/B_r7kOK3PJo?t=17064",89 57211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"7
https://youtu.be/tPvUxoyR6cg",4,15,"25
https://youtu.be/E_vnsv8EP7Q",3,"35
https://youtu.be/eEFPnPYFEUc","128
https://youtu.be/N0H87iBn_SU",,,"360
https://youtu.be/Rd6ORmCDRIE",1071,,57,"570
https://youtu.be/fp_xPYVTHWY",12,"1
https://youtu.be/wmsSXMIXwsU","373
https://youtu.be/j6sbA8vJuUI",8,"41
https://youtu.be/eiDWNRi5yXQ",60 133320,1536 666,31,47,35 46,,390,8,2741 309869,107 87634,5764 2511986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"ABCDGH
https://youtu.be/5F4Djrphc7w",1,21,"23
https://youtu.be/n7GO4wC2sR0",B421,"42
https://youtu.be/KKtBuaqDR6I","2048
https://youtu.be/E8lDH-qzK_4",,,"3120
https://youtu.be/zES0IsHPbVA",109,,16,"32640
https://youtu.be/aWWAXHrBiOI",1,"4
https://youtu.be/pP9H5foO3lU","443
https://youtu.be/E6VsgDKvDpw",7,"111
https://youtu.be/RAjqgv4qf0s",2 324,1636 590,36,52 61,26,,400,6,2182 293612,344 53,7 574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"78
https://youtu.be/6T04kmSroag ",4,4,"20
https://youtu.be/GGdDz9HcMXE",134,"57
https://youtu.be/7jzP_9VOofA","5625
https://youtu.be/7SFth6Kqg7o",,,"4080
https://youtu.be/BmQSVJcCKVM",88,,37,"134
https://youtu.be/DyUBP1LV1_A",8,"5
https://youtu.be/KeaibMAec34","4400
https://youtu.be/Ppe9zHCo-uY","15
https://youtu.be/se8H3Nb6o_o","173
https://youtu.be/eC5wJkyBr3s",8 900,1524 598,28,31 37,50,,1157,8,13562 330929,1591 4,18 2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"63
https://youtu.be/0uAYudcFzA8","cab
https://youtu.be/YpZrP_gbOng",47,"010
https://youtu.be/CxO8qFdGMsY",154,"0
https://youtu.be/ersjhugfPwM ","3
https://youtu.be/-c9-Y9ohjyk",,,"2520
https://youtu.be/SXLghh3pvcI",42,,6,"15000
https://youtu.be/62VvTA67rik",53355,"6
https://youtu.be/hFBf_3MYb28","324
https://youtu.be/BVTrUulL3X8","22
https://youtu.be/Ajpco0ACM9k","26
https://youtu.be/jVFakgFHxgM",803 19082,137 7,9,6 8,7 19,,7,ZYX,569 571,91 1439,1200 1486395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"25
https://youtu.be/BVMK3cWIMv4","bac
https://youtu.be/wM7YmuD0l6A",265675,"000
https://youtu.be/sluXWGnc0kA",1028,"72
https://youtu.be/GRftMaPPHdI","256
https://youtu.be/cVMRt_EQbrg",,,"6
https://youtu.be/Mmix22a04UA",56,,10,"20
https://youtu.be/y_gCgFlnmfc",22,"8
https://youtu.be/nuGQcU8NCeo","133
https://youtu.be/M8JSbAfB0YE","25
https://youtu.be/l_xEWk0iTsk","43
https://youtu.be/9XnSRv-QSMc",6 60,"145 1188
https://youtu.be/bljvNsPpUOg",94,86 87,46 91,,3,ZYXFEDBA,2 210967,75 1438,19 397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
